"longitude","latitude","type","url","record","observation_type","scientific_name","country","state_province","begin_date","end_date","source","remote_resource","locality","coordinate_uncertainty_in_meters","recorded_by","last_modified"
-150.2522,60.1661,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4516/","MVZ:Mamm:4516","specimen","Ursus americanus ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4516","Kenai Peninsula","144906","Collector(s): unknown","2015-02-05T05:04:10.010381"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4689/","MVZ:Mamm:4689","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4689","probably Kodiak Island",NA,"Collector(s): Annie M. Alexander, L. L. Bales","2015-02-05T05:04:18.117843"
-118.1824,36.163,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A222744/","MVZ:Mamm:222744","specimen","Ursus americanus californiensis","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:222744","NE corner of Broder Meadow","31","Collector(s): Kevin C. Rowe","2015-02-05T05:07:47.379734"
-156.7921,71.2901,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A46712/","MVZ:Mamm:46712","specimen","Ursus maritimus maritimus","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:46712","Barrow","2317","Collector(s): Charles D. Brower","2015-02-05T05:09:16.418764"
-150.2522,60.1661,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4517/","MVZ:Mamm:4517","specimen","Ursus americanus ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4517","Kenai Peninsula","144906","Collector(s): unknown","2015-02-05T05:12:06.897166"
-122.7181,41.3689,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A13766/","MVZ:Mamm:13766","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:13766","E Fork Scott River","9437","Collector(s): W. Facey","2015-02-05T05:13:58.333575"
-118.6575,34.9451,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A42476/","MVZ:Mamm:42476","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:42476","7.5 mi SE Tejon Ranch","14081","Collector(s): Seth B. Benson, E. W. Copeland","2015-02-05T05:16:01.203353"
-120.3717,38.2173,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A103898/","MVZ:Mamm:103898","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:103898","Dunbar, 9 mi NE Murphy","3411","Collector(s): Seth B. Benson","2015-02-05T05:16:02.428218"
-153.4856,57.3954,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4681/","MVZ:Mamm:4681","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4681","Kodiak Island","85456","Collector(s): Annie M. Alexander, L. L. Bales","2015-02-05T05:16:59.228969"
-119.5992,37.7366,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A162996/","MVZ:Mamm:162996","specimen","Ursus americanus californiensis","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:162996","Yosemite Valley, Yosemite National Park","6437","Collector(s): David M. Graber","2015-02-05T05:17:08.881205"
-91.7507,29.9499,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A18721/","MVZ:Mamm:18721","specimen","Ursus americanus luteolus","United States","Louisiana",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:18721","Avery Island","43466","Collector(s): E. A. McIlhenny","2015-02-05T05:18:34.298927"
-139.5717,59.9616,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4381/","MVZ:Mamm:4381","specimen","Ursus americanus ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4381","Disenchantment Bay, Yakutat Bay region","11492","Collector(s): Sitka Ned","2015-02-05T05:19:08.704675"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A78325/","MVZ:Mamm:78325","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:78325","N Fork of N Fork of Ten Mile River",NA,"Collector(s): F. C. Clarke","2015-02-05T05:19:55.246225"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4691/","MVZ:Mamm:4691","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4691","supposedly Kodiak Island, possibly Cook Inlet",NA,"Collector(s): Annie M. Alexander, L. L. Bales","2015-02-05T05:21:07.054951"
-119.5992,37.7366,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A29805/","MVZ:Mamm:29805","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:29805","Yosemite Valley, Yosemite National Park","6437","Collector(s): Forest S. Townsley","2015-02-05T05:21:30.312351"
-122.9425,41.2608,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A13765/","MVZ:Mamm:13765","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:13765","Jackson Lake","347","Collector(s): F. R. Jackson","2015-02-05T05:22:39.522512"
-109.3823,31.9298,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A31971/","MVZ:Mamm:31971","specimen","Ursus americanus ssp.","United States","Arizona",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:31971","Chiricahua Mts.","46685","Collector(s): J. E. Law, unknown","2015-02-05T05:23:27.317724"
-118.8949,34.876,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A16615/","MVZ:Mamm:16615","specimen","Ursus arctos ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:16615","in Tejon or San Emigdio Mts. between San Emigdio Ranch and Fort Tejon","3218","Collector(s): J. Johnson","2015-02-05T05:24:46.893094"
-134.0248,57.4799,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4775/","MVZ:Mamm:4775","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4775","Gambia [=Gambier?] Bay, Admiralty Island, Alexander Archipelago","6503","Collector(s): Gambia Bay Jim","2015-02-05T05:25:28.758650"
-119.5943,37.8267,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A162986/","MVZ:Mamm:162986","specimen","Ursus americanus californiensis","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:162986","Yosemite Creek Campground, Yosemite National Park","792","Collector(s): David M. Graber","2015-02-05T05:27:33.880839"
-134.2517,57.533,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4694/","MVZ:Mamm:4694","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4694","Admiralty Island, Alexander Archipelago","86904","Collector(s): C. Goldstein","2015-02-05T05:28:18.855339"
-159.8354,55.7159,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4354/","MVZ:Mamm:4354","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4354","Stepovak Bay, Alaska Peninsula","17865","Collector(s): L. L. Bales, Annie M. Alexander","2015-02-05T05:29:33.107482"
-134.0474,58.3013,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4717/","MVZ:Mamm:4717","specimen","Ursus americanus ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4717","probably Taku Inlet, Stephen's Passage?","56327","Collector(s): Cyrus Catt","2015-02-05T05:31:54.656839"
-150.2522,60.1661,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4778/","MVZ:Mamm:4778","specimen","Ursus americanus ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4778","Kenai Peninsula","144906","Collector(s): unknown","2015-02-05T05:32:18.258180"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A20745/","MVZ:Mamm:20745","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:20745","S Fork Eel River near boundary of counties, 2.3 mi E Cold Creek",NA,"Collector(s): E. H. McClure, George E. Stone","2015-02-05T05:33:46.635480"
-150.3361,60.4158,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4384/","MVZ:Mamm:4384","specimen","Ursus americanus ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4384","Lake Skilak, Kenai Peninsula","12457","Collector(s): A. Seale","2015-02-05T05:34:16.491053"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4688/","MVZ:Mamm:4688","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4688","probably Kodiak Island",NA,"Collector(s): Annie M. Alexander, L. L. Bales","2015-02-05T05:35:55.616880"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4697/","MVZ:Mamm:4697","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4697","Kenai Peninsula?",NA,"Collector(s): Annie M. Alexander, unknown","2015-02-05T06:07:00.389170"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A196839/","MVZ:Mamm:196839","specimen","Ursus americanus ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:196839","Livengood Area",NA,"Collector(s): Jerry O. Wolff","2015-02-05T05:37:54.903240"
-123.6393,39.6847,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A81580/","MVZ:Mamm:81580","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:81580","8 mi W Laytonville","3218","Collector(s): Ward C. Russell, F. C. Clarke","2015-02-05T05:40:52.124796"
-123.4863,39.6862,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A38314/","MVZ:Mamm:38314","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:38314","Clarke Ranch, 8 mi W Laytonville","1609","Collector(s): F. C. Clarke","2015-02-05T05:41:26.725466"
-91.7507,29.9499,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A13004/","MVZ:Mamm:13004","specimen","Ursus americanus luteolus","United States","Louisiana",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:13004","Avery Island","43466","Collector(s): E. A. McIlhenny","2015-02-05T05:41:27.363252"
-133.8431,58.5172,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A8328/","MVZ:Mamm:8328","specimen","Ursus americanus ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:8328","Taku River","13262","Collector(s): Allen E. Hasselborg","2015-02-05T05:43:14.810836"
-119.7868,37.9433,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A30116/","MVZ:Mamm:30116","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:30116","City Camp, Hetch-Hetchy","30","Collector(s): Forest S. Townsley","2015-02-05T05:43:58.817004"
-150.6098,60.4809,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4686/","MVZ:Mamm:4686","specimen","Ursus americanus ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4686","Kenai River, Kenai Peninsula","43849","Collector(s): unknown","2015-02-05T05:44:42.808742"
-114.4059,43.2257,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A99747/","MVZ:Mamm:99747","specimen","Ursus arctos ssp.","United States","Idaho",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:99747","20 mi N Shoshone","25895","Collector(s): R. R. Lee","2015-02-05T05:48:47.500099"
-114.1145,46.3141,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A84273/","MVZ:Mamm:84273","specimen","Ursus americanus ssp.","United States","Montana",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:84273","4 mi SW Hamilton","347","Collector(s): G. Lay","2015-02-05T05:49:06.496452"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4695/","MVZ:Mamm:4695","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4695","Taku, [or Admiralty Island?]",NA,"Collector(s): unknown","2015-02-05T05:50:33.128934"
-153.4856,57.3954,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4733/","MVZ:Mamm:4733","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4733","Kodiak Island","85456","Collector(s): Annie M. Alexander, unknown","2015-02-05T05:51:38.019363"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4707/","MVZ:Mamm:4707","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4707","Alaska Peninsula",NA,"Collector(s): Annie M. Alexander, C. H. Ladd","2015-02-05T05:51:59.785314"
-119.4194,37.9095,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A22964/","MVZ:Mamm:22964","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:22964","Tuolumne River, Tuolumne Meadows, Yosemite National Park","484","Collector(s): Tracy I. Storer, Forest S. Townsley","2015-02-05T05:53:16.410304"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A128062/","MVZ:Mamm:128062","specimen","Ursus maritimus maritimus","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:128062","Point Hope",NA,"Collector(s): Dale R. McCullough, D. Ostenson","2015-02-05T06:27:22.566392"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4687/","MVZ:Mamm:4687","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4687","no data, probably Kenai",NA,"Collector(s): Annie M. Alexander","2015-02-05T05:54:35.166501"
-121.3871,35.9315,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A28007/","MVZ:Mamm:28007","specimen","Ursus arctos ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:28007","Mts. ca. 5 mi E Point Gorda","7425","Collector(s): Mr. Plaskett","2015-02-05T05:56:27.390232"
-119.6433,37.549,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A29801/","MVZ:Mamm:29801","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:29801","Wawona, Yosemite National Park","1609","Collector(s): Forest S. Townsley","2015-02-05T05:57:29.095067"
-152.0022,60.1725,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4699/","MVZ:Mamm:4699","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4699","Cook Inlet","161095","Collector(s): Annie M. Alexander, C. D. Ladd","2015-02-05T05:58:16.262904"
-142.149,64.4383,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A8318/","MVZ:Mamm:8318","specimen","Ursus americanus ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:8318","Forty Mile River, Forty Mile region","8046","Collector(s): Charles L. Hall","2015-02-05T05:58:26.992488"
-142.149,64.4383,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A7842/","MVZ:Mamm:7842","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:7842","Fortymile","386","Collector(s): Charles L. Hall","2015-02-05T06:10:21.149222"
-139.5717,59.9616,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4726/","MVZ:Mamm:4726","specimen","Ursus americanus ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4726","Disenchantment Bay, Yakutat Bay region","11492","Collector(s): Karle Too","2015-02-05T06:00:26.298026"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A215984/","MVZ:Mamm:215984","specimen","Ursus americanus californiensis","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:215984","no specific locality, Yosemite National Park",NA,"Collector(s): David M. Graber","2015-02-05T06:00:36.388741"
-70.787,44.4873,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A33634/","MVZ:Mamm:33634","specimen","Ursus americanus ssp.","United States","Maine",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:33634","Newry","186","Collector(s): Barbara DeWolfe, Annie M. Alexander","2015-02-05T06:00:47.343600"
NA,NA,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A193340/","MVZ:Mamm:193340","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:193340","Milepost 14 on the Denali Rd., Game Management Unit 13",NA,"Collector(s): Jerry O. Wolff","2015-02-05T06:03:09.621476"
-119.5864,37.7434,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A80755/","MVZ:Mamm:80755","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:80755","Warehouse, Yosemite Valley, Yosemite National Park","3218","Collector(s): David H. Johnson, Lowell Adams","2015-02-05T06:03:42.502592"
-118.31,35.7412,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A16268/","MVZ:Mamm:16268","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:16268","Fay Creek, 6 mi N Weldon","403","Collector(s): H. A. Carr","2015-02-05T06:04:47.045074"
-110.4911,44.5451,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A51639/","MVZ:Mamm:51639","specimen","Ursus arctos ssp.","United States","Wyoming",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:51639","Yellowstone National Park","49902","Collector(s): Ward C. Russell, W. M. Rush","2015-02-05T06:07:06.028065"
-135.1987,57.4413,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A282/","MVZ:Mamm:282","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:282","Saook Bay, Baranof Island, Alexander Archipelago","3284","Collector(s): Annie M. Alexander, Allen E. Hasselborg","2015-02-05T06:09:23.633619"
-134.2865,57.8652,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4719/","MVZ:Mamm:4719","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4719","Windfall Harbor, Admiralty Island, Alexander Archipelago","4894","Collector(s): W. Jackson, Annie M. Alexander","2015-02-05T06:09:24.877263"
-134.2865,57.8652,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A8858/","MVZ:Mamm:8858","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:8858","Windfall Harbor, Admiralty Island, Alexander Archipelago","4894","Collector(s): Annie M. Alexander, W. Jackson","2015-02-05T06:09:33.082814"
-139.9837,60.1772,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4371/","MVZ:Mamm:4371","specimen","Ursus americanus ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4371","Base of Mt. Cook","16093","Collector(s): Yakutazu John","2015-02-05T06:09:46.634520"
-150.2522,60.1661,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4720/","MVZ:Mamm:4720","specimen","Ursus americanus ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4720","Kenai Peninsula","144906","Collector(s): W. Hunter","2015-02-05T06:09:52.633634"
-123.6393,39.6847,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A81581/","MVZ:Mamm:81581","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:81581","8 mi W Laytonville","3218","Collector(s): Ward C. Russell, F. C. Clarke","2015-02-05T06:12:37.880998"
-119.3075,37.1448,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A184150/","MVZ:Mamm:184150","specimen","Ursus americanus californiensis","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:184150","Stevenson Creek, vicinity of Shaver Lake","5472","Collector(s): Milton Hildebrand, A. G. Lawson","2015-02-05T06:12:49.515008"
-123.8301,41.2862,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A70181/","MVZ:Mamm:70181","specimen","Ursus americanus ssp.","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:70181","12 mi E Orick","17030","Collector(s): Ward C. Russell, A. E. Lyons","2015-02-05T06:14:04.277383"
-139.2445,59.4072,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4336/","MVZ:Mamm:4336","specimen","Ursus americanus ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4336","Dangerous River, Yakutat Bay region","10322","Collector(s): Allen E. Hasselborg","2015-02-05T06:17:18.372012"
-119.8621,39.2314,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A104859/","MVZ:Mamm:104859","specimen","Ursus americanus ssp.","United States","Nevada",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:104859","3 mi SSW Franktown","2331","Collector(s): J. R. Alcorn, N. A. Bumgarner","2015-02-05T06:21:21.264340"
-134.764,58.1297,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A222/","MVZ:Mamm:222","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:222","Hawk Inlet, Admiralty Island, Alexander Archipelago","7308","Collector(s): Annie M. Alexander, Allen E. Hasselborg","2015-02-05T06:23:21.622695"
-119.6456,37.8698,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A163010/","MVZ:Mamm:163010","specimen","Ursus americanus californiensis","United States","California",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:163010","White Wolf, Yosemite National Park","363","Collector(s): David M. Graber","2015-02-05T06:25:23.573995"
-135.901,58.456,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A343/","MVZ:Mamm:343","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:343","Bartlett Cove, Glacier Bay","2479","Collector(s): Frank Stephens","2015-02-05T06:28:30.325974"
-134.0248,57.4799,"Feature","https://ecoengine.berkeley.edu/api/observations/MVZ%3AMamm%3A4774/","MVZ:Mamm:4774","specimen","Ursus arctos ssp.","United States","Alaska",NA,NA,"https://ecoengine.berkeley.edu/api/sources/17/","http://arctos.database.museum/guid/MVZ:Mamm:4774","Gambia [=Gambier?] Bay, Admiralty Island, Alexander Archipelago","6503","Collector(s): Gambia Bay Jim","2015-02-05T06:29:15.018605"
